trade_nm,cty_nm,st_cd,case_violtn_cnt,bw_atp_amt,findings_start_date
Cameo College,Salt Lake City,UT,8,3491.16,4/2/06
Vickies Convenience & Deli,Portsmouth,VA,1,0,7/19/06
Medical Weight Loss Clinic,Ogden,UT,8,828.79,4/17/06
Homestead Inn,Greenwich,CT,79,60000,4/7/02
Crystal Suites,Springfield,MO,3,1943.83,6/20/07
Branding Iron of Brownsville,Brownsville,TX,0,0,4/2/06
Department of Health,Pago Pago,AS,5,7266.04,7/15/12
Kaiser Permanente,Sacramento,CA,1,0,4/23/07
Central Irrigation Supply, Inc.,Elmsford,NY,10,14032.5,5/7/06
Superior Super Warehouse,Pacoima,CA,0,0,3/31/06
Silver Legacy Hotel and Casino,Reno,NV,1,0,4/16/06
Vallarta Supermarkets #8,North Hills,CA,0,0,4/2/06
Akal Security,Reno,NV,0,0,4/11/06
Shaver Automotive Group Inv,Thousand Oaks,CA,0,0,4/14/06
Safeway Inc.,Carson City,NV,0,0,4/2/06
Valley View Mental Health,Nampa,ID,0,0,4/1/06
Cherry Hill Nissan,Cherry Hill,NJ,2,824,7/1/04
Dr. Marvin Reinberg, MD,West Palm Beach,FL,7,1588.51,6/1/05
DeLalio Sod Farm,Riverhead,NY,0,0,8/3/06
Spencer Gifts,New Hartford,NY,0,0,8/7/06
Days Inn,Muncie,IN,0,0,4/15/06
Little Lamb Daycare,Muncie,IN,1,0,8/5/06
Magby's Tender Care #3,Fayetteville,NC,9,30387.16,3/18/06
Northgate Market #8,Santa Ana,CA,86,34227.82,2/15/04
Township of Irvington NJ,Irvington,NJ,0,0,3/31/06
Farm Fresh Market,Los Angeles,CA,3,108.3,4/23/06
Golden Corral,Albany,NY,17,2814.29,1/13/04
CB Tech Services, Inc.,Honolulu,HI,1,0,5/29/06
Rock Point Holdings,Alpine,UT,0,0,1/4/07
Waffle House,Lexington,KY,0,0,6/18/06
Century Construction,Tupelo,MS,0,0,2/10/08
Cobblestone Inn - Suites & Conference Center,Branson,MO,3,569.56,1/1/07
Dockers Inn,Branson,MO,1,0,6/7/06
Fairfield Inn by Marriott,Branson,MO,0,0,6/3/06
Fall Creek Inn & Suites,Branson,MO,2,53.76,5/31/06
Four Seasons Inn,Branson,MO,0,0,6/7/06
Hilton Branson Convention Center,Branson,MO,0,0,10/15/07
Frontera Produce/Ramirez, Roberto FLC,Edinburg,TX,0,0,3/3/08
Wallace Truck & Trailer Repair,Tualatin,OR,0,0,3/9/04
Rocky Mountain Chocolate Factory,South Lake Tahoe,CA,0,0,6/23/07
Lockheed Martin Corp.,Stratford,CT,1,4554.12,10/4/06
Barnes Jewish Hospital,Saint Louis,MO,1,3460.92,4/14/08
Russell Standard,Fairview,PA,14,2598.7,7/22/06
CFS Home Loans, Inc.,Pittsburgh,PA,4,747.07,5/20/06
Time Warner Cable,Greensboro,NC,0,0,7/9/06
Entry, Inc.,Los Angeles,CA,1,0,3/4/07
Estam,Los Angeles,CA,1,0,11/1/07
N & K Apparel, Inc.,Los Angeles,CA,1,0,11/1/06
CPM Constructors,Freeport,ME,0,0,8/14/05
Misope,Los Angeles,CA,1,0,1/1/07
London Eyes Corporation,Los Angeles,CA,1,0,5/9/06
Gemini,Los Angeles,CA,1,0,5/9/06
Napoli,Los Angeles,CA,1,0,5/9/06
Denny's,San Antonio,TX,28,3063.96,5/16/06
Templeton Developmental Center,Baldwinville,MA,6,900.29,4/1/06
America 99 Cent Store Inc.,Bronx,NY,29,0,8/28/03
Letex International Inc,South El Monte,CA,0,0,8/16/06
Whistle Stop Cafe,Scottsbluff,NE,4,2524.82,6/25/06
R & L Construction,Juniata,NE,0,0,6/10/06
Allen Contracting,Oklahoma City,OK,8,13235.87,3/2/07
Higdon Superstop,Hot Springs National Park,AR,2,137.56,2/9/07
Georgetown Auto Body, Inc.,Wilton,CT,2,203.43,8/12/06
Overbrook Farm,Lexington,KY,2,0,6/27/06
Cargo Force,Miami,FL,1,0,4/25/03
A. Pickett Construction, Inc.,Kingston,PA,0,0,8/17/06
Doneraki Mexican Restaurant,Houston,TX,42,12713.4,9/14/09
Clark's General Store,Asheboro,NC,1,88,8/22/06
Garcia Forest Service LLC,Rockingham,NC,0,0,1/28/07
Town 'n Country,Oriental,NC,1,0,8/16/06
Econolodge Inn Suites,New Braunfels,TX,0,0,12/15/07
J & D Sprinkler Company,Clayton,NC,22,8013.89,8/8/12
Serco,Colorado Springs,CO,14,80206.77,5/20/09
Mannings Pest Control,Southport,NC,1,0,9/14/06
Simply Irresistible,Saint James,MO,2,60.31,7/24/08
Palafox Truck & Harvesting,Bloomdale,OH,0,0,5/1/08
Uni Guard Security,Kansas City,MO,2,288,4/30/08
Little Caesers,Rapid City,SD,6,4391.28,10/1/06
Bishop Carroll Catholic High School,Ebensburg,PA,1,0,8/16/08
Elderly Inn III, The,Citrus Heights,CA,2,0,6/24/13
Jim Davis Collision Work LLC,Indiana,PA,0,0,4/5/07
Old Stone Vineyard & Winery,Salisbury,NC,0,0,9/1/07
S & S Fastener Co.,Cincinnati,OH,1,0,9/17/06
Zurich North America Insurance Company,Colorado Springs,CO,1,0,9/9/06
Arby's,Huntersville,NC,4,3865.72,3/17/03
Lukach Interiors,Clifton,NJ,5,6693.64,3/3/13
Melancon Sugarcane Farms, Inc,Saint Martinville,LA,7,506.3,3/18/13
Froese Brothers,Inman,KS,1,0,11/19/06
Peter Piper Pizza,Dallas,TX,1,0,8/25/06
Lafayette Meadows,West Lafayette,OH,0,0,9/11/06
Rap & Bone,New York,NY,0,0,4/19/07
Winston-Salem Industries for the Blind, Inc,Mayaguez,PR,0,0,1/1/08
Dominos Pizza,Clarion,PA,1,4277.14,6/17/06
Stony Mountain Vineyards,Albemarle,NC,0,0,9/1/07
Charades,La Puente,CA,1,0,2/5/07
E&N Express LLC,Pine Bluff,AR,4,1459.5,8/6/06
National Flight Services,Swanton,OH,2,1512,5/1/08
TJ Max,Marlton,NJ,1,0,8/3/08
Mortenson Brothers Farms, Inc,Plainfield,WI,11,1592.57,8/28/06
Zuppardo's Economical Super,Metairie,LA,0,0,3/6/07
Calandri Son Rise Farms, LP,Lancaster,CA,3,0,5/1/08
General Motors Corporation,Kansas City,KS,1,0,8/11/08
Super A Sunoco,Port Chester,NY,3,0,7/1/06
Care One,Fort Lee,NJ,814,52916.42,9/1/06
Virtue Group, LLC,Alpharetta,GA,39,88514.38,3/31/05
Quality Inn Sturbridge,Sturbridge,MA,6,661.08,8/6/06
Charmer Industries,Astoria,NY,4,42495.21,4/30/04
SK USA Cleaners,Garfield,NJ,15,0,7/28/05
LVI Environmental Services,New Orleans,LA,19,1628.77,7/23/06
Matteson Forest Products,Titusville,PA,50,9343.93,12/10/05
Roseman's General Services, Inc,Lake Worth,FL,2,0,3/6/06
Pittsburg Hot Link Packers Inc,Pittsburg,TX,4,292.58,3/5/06
Ramon Lorico Transport,Salinas,CA,28,39911.22,9/10/05
MTP Operating Corp- Chrystie,New York,NY,3,6337.13,4/23/05
MTP Operating Corp.- 540 49 St.,New York,NY,14,50516.96,4/23/05
Ace Hardware,Libertyville,IL,10,0,6/1/05
Coastal International Security,Lorton,VA,12,851.18,3/1/07
Silver Lining Inflight Catering,Pompano Beach,FL,6,8333.87,10/1/06
All State Home Mortgage Inc.-00,Beachwood,OH,17,7745.6,5/1/05
Quality Granite & Marble,Wichita,KS,0,0,7/30/12
First Truck Choice,Harlingen,TX,2,2429.74,4/1/04
Custom Pine Straw Inc,Branford,FL,69,58953.9,4/1/06
Cool Mini Or Not. Inc.,Alpharetta,GA,1,0,8/11/12
Beech Springs Farm Market,Winchester,KY,1,0,6/28/12
Albany Nursery,Albany,NY,0,0,6/19/12
Great Beginnings Development Center,San Antonio,TX,6,360.44,7/15/12
China Buffet,Surprise,AZ,0,0,6/21/07
MME Security Services,Yauco,PR,169,34370.41,7/3/05
Supermercado Econo Aguas Buenas,Aguas Buenas,PR,49,5894.17,1/1/06
L-3 Communications,Oklahoma City,OK,100,175875.82,8/1/05
Stepping Stone Family Resource & Child Devel,Spring,TX,36,0,8/15/05
Los Cucos Mexican Cafe,Houston,TX,36,3054.92,12/25/05
The French Corner,Houston,TX,45,0,12/28/05
Friendship Residental Services,Nashville,TN,72,84802.31,1/8/06
Star Forestry, Inc.,Timpson,TX,0,0,6/26/05
PowerTek Corporation,Fairfax,VA,35,57269.59,2/26/07
Servicios Sanitarios del Centro,Barranquitas,PR,18,13573.64,1/1/06
Metro Home Insulation,Elk River,MN,49,10205.68,9/29/05
Xingyun Relaxation Center Inc.,Massapequa,NY,2,4022,1/1/05
Home Away from Home,Valparaiso,IN,22,0,4/1/06
Micro Ram Electronics, Inc.,Oldsmar,FL,11,7944.13,6/13/06
Community Options,Pittsburgh,PA,1,0,3/24/06
Cauley Detective Agency,Pittsburgh,PA,1,389.13,4/2/06
Rischitelli Trucking,Charleroi,PA,1,0,4/1/06
Paradigm,Wheat Ridge,CO,9,11350.9,8/20/12
John H. Stroger Jr. Hospital of Cook County,Chicago,IL,1,0,7/10/07
Comfort Inn & Suites,Waco,TX,22,5060.61,1/4/05
Clendenin Health Center,Clendenin,WV,13,2042.47,10/20/12
Feeders Supply Company,Louisville,KY,105,0,12/21/06
Lake Pointe Assisted Living,Lake Waccamaw,NC,0,0,8/20/11
Wing House - Sanford,Sanford,FL,41,1976.67,2/27/06
Cemex USA,Knoxville,TN,0,0,5/15/11
Alzein Medical,La Grange,IL,19,5422.43,4/23/06
Wayne County Juvenille Detention Center,Detroit,MI,2,0,1/1/07
Diversified Maintenance Systems (DMS),Salt Lake City,UT,13,636.02,6/26/12
Russ's Market,Lincoln,NE,0,0,4/29/06
Russ's Market,Lincoln,NE,0,0,4/29/06
Super Saver,Lincoln,NE,0,0,4/30/06
Harvard Foodmart,Harvard,NE,0,0,4/17/06
Grocery Kart,Broken Bow,NE,0,0,4/8/06
Cairo Food Mart,Cairo,NE,0,0,4/9/06
Hometown Market,Saint Paul,NE,3,0,4/7/06
Delta Ambulance,Waterville,ME,125,9057.41,4/14/06
North East Mobile Health Services,South Portland,ME,58,2161.64,4/13/06
Med-Support,Tulsa,OK,0,0,5/2/06
144 Construction,Colorado Springs,CO,1,188.5,2/25/08
Adventure in Paradise,Fort Myers,FL,0,0,9/3/06
Pittsfield Brew Works,Pittsfield,MA,10,13925.48,8/5/06
New England Home Health Services,Lexington,MA,1,0,4/14/06
Nabros Delia,Pensacola,FL,3,985.85,5/15/06
Kent Security,Miami,FL,97,3537.29,9/1/04
Chiropractic Family Health,Manhattan,KS,2,2038.94,3/18/06
Fairfield Inn,Wichita,KS,0,0,3/23/06
Holiday Inn Express,Wichita,KS,2,156.51,4/7/06
Smart Mobile,Orem,UT,3,778.25,11/11/07
PROCAM,Livonia,MI,13,3734.21,10/2/12
Crowne Plaza Hotel,Hilton Head Island,SC,4,0,1/12/08
St. Anne's Convalescent Center,Detroit,MI,31,14663.02,12/29/13
Carrington Place at Wytheville,Wytheville,VA,17,2943.68,4/19/08
WV Division of Protective Services,Charleston,WV,6,561.11,6/1/06
Benny's Car Wash & Oil Change,Baton Rouge,LA,25,11154.97,5/14/06
7-Eleven Budd Lake,Budd Lake,NJ,1,0,6/15/06
A + Electric Company,Orlando,FL,2,0,5/6/06
Rehkopf Enterprises, Inc,Texarkana,TX,13,5904.48,5/7/06
Roma's Pizza,Dallas,TX,7,5279.06,5/11/06
Capital One,Mattituck,NY,2,4420,5/8/08
Superia Fashion Inc.,North Bergen,NJ,0,0,5/15/06
Southland Construction,Theodore,AL,1,0,12/1/07
Sunshine Learning Center,Austin,TX,0,0,5/2/06
DiMilo Industries,Passaic,NJ,1,0,11/17/07
Inn N Out Convenience Store,Portsmouth,VA,5,516.55,8/27/06
Verizon Communications,Greensburg,PA,1,0,4/29/08
Little Shining Stars Day Care,McAllen,TX,0,0,6/3/06
Wilner Block, P.A.,Jacksonville,FL,3,595.47,5/20/06
The Mouse House Inc.,Evansville,IN,21,5548.16,6/26/06
Hi-Way Distributing,Barberton,OH,31,2754.82,12/10/03
IQ Children Day Care Center,Brownsville,TX,7,908.76,8/13/07
Big Bird's Nest Day Care,Brownsville,TX,7,586.85,5/14/06
Bogey's Bar and Grill,Sidney,NE,1,0,12/1/07
Flamingo Dental Group,Hollywood,FL,1,0,6/4/06
Ramon Diana FLC/The Onion House,Uvalde,TX,0,0,4/10/08
Ramon, Diana FLC/Duda Onions,Uvalde,TX,0,0,4/13/08
Whole Foods Market,Omaha,NE,0,0,6/11/06
Super 8 Motel,Coraopolis,PA,11,24369.87,6/17/06
HGK Construction Management,Kansas City,MO,3,4302.76,7/27/06
Marr's Avenue Grill, Inc.,Jackson,MI,3,1253,6/6/06
American Eagle Outfitters,Savannah,GA,0,0,5/29/06
Great American Cookie Company,Savannah,GA,0,0,6/1/06
Aeropostale,Augusta,GA,0,0,6/4/06
Kenny Hanna Chick-fil-A at Augusta Mall,Augusta,GA,1,0,8/1/07
Carriage Hill Apartments,Chagrin Falls,OH,2,1144.2,4/1/07
Louis Charles Exxon,Houston,TX,2,0,9/21/04
Action Door of Lorain County,Elyria,OH,1,338.14,10/1/06
CBS Transportation,Cleveland,OH,0,0,12/1/06
Things Remembered,Cleveland,OH,15,23798.26,1/24/07
Courtyard by Marriot,Willoughby,OH,8,630.85,2/1/08
Parker Engineering & Surveying,Somerville,NJ,3,3803,8/1/06
North Country Regional Hospital,Bemidji,MN,1,0,4/23/08
Creative Brick & Landscaping,West Bloomfield,MI,17,10103.43,7/1/06
Community Living Centers,Farmington,MI,60,100995.45,7/17/06
Tiny Tots Childcare Center,Middleburg,FL,1,0,6/18/07
Chiropractic Fitness Centers,Jacksonville,FL,4,500.03,8/19/06
Winn Farms,Elizabeth City,NC,12,3300.11,6/30/08
LaCrosse Hotel,Texarkana,AR,86,32012.04,7/16/06
Capital Drywall,San Dimas,CA,0,0,4/3/06
Good News Tree Service,Wilsonville,OR,0,0,7/16/07
Byron's Hot Dogs,Chicago,IL,10,2038.82,1/1/07
Trevino, Benito FLC,Donna,TX,0,0,3/26/09
MEDPHARM, INC.,Tamuning,GU,17,12270.63,7/15/06
Panera Bread,Phillipsburg,NJ,15,1592.3,8/1/06
El Mariachi  Restaurant @ Wiley,Coral Springs,FL,5,21109.39,1/5/07
The Mirage,Las Vegas,NV,0,0,6/1/08
Stewart,Archibald & Barney. LLP,Las Vegas,NV,11,8808.65,3/1/07
Pool Tech,Tallahassee,FL,5,1867.5,1/19/09
Cash Register Services,Lubbock,TX,15,53930.38,1/26/09
Blue Chip Southwest LLC,Tolleson,AZ,856,532706.58,4/20/08
American Sewer Service Inc.,Folcroft,PA,1,2483.3,8/22/06
EG&G Technical Services,Groton,CT,0,0,3/2/07
Eclipse Traffic Control & Flagging, Inc.,Hayden,ID,19,1450.23,1/1/08
Saber Healthcare Group, LLC,Bedford Heights,OH,550,86329.73,1/25/97
Ramada Inn of South Beloit,South Beloit,IL,2,500,4/14/08
C.M. Packaging,Lake Zurich,IL,2,7500,8/1/06
The Huddle House,Brewton,AL,39,4784.14,11/19/01
Days Inn,Winchester,KY,3,2242.23,1/1/07
Zuma Grill,Tempe,AZ,2,587.88,12/1/06
Fiesta Mexicana II,Clayton,NC,7,2736.29,7/3/06
Mulch Mart,Kansas City,MO,3,564.77,10/1/06
Smoky Mountain Helicopters, Inc.,Hanapepe,HI,2,3224.03,1/1/07
II Stanley,Battle Creek,MI,1,1507.02,8/21/08
Charles Jones Produce,Oak Harbor,OH,4,0,8/2/08
Peak Positions,Traverse City,MI,4,3378,9/26/06
McKinnis and Scott,Kingsport,TN,4,1739.34,1/13/07
BRUNCKNER SERVICE STATION INC,Bronx,NY,1,0,9/4/06
La Fonda Antioquena,Astoria,NY,8,55359.94,10/13/02
O'Connor Contracting,Columbia,IL,0,0,10/1/06
Dwight Correctional Center,Dwight,IL,0,0,1/1/08
City of St. Louis Traffic Division,Saint Louis,MO,0,0,3/1/08
Kiddie Academy,Freehold,NJ,1,868.81,7/29/05
I-HOP, II,Jackson,MS,5,11077.3,5/15/06
Transcom Inc.,Darnestown,MD,16,17110.65,5/1/07
Decton, Inc.,Salt Lake City,UT,4,417.11,10/31/06
Soda Springs Chevron,Soda Springs,ID,18,1958.65,3/26/07
Garcia's SPI,South Padre Island,TX,16,4255.29,8/11/07
Shelton Red Apple,Shelton,WA,0,0,9/15/06
Stonehenge Park Apartment,Memphis,TN,212,3591,10/9/06
Pocono Record,Stroudsburg,PA,0,0,10/24/06
Grand China Farm,Salem,NJ,20,0,4/1/08
Dunkin Donuts,Miami,FL,9,0,10/14/06
Furst Construction,West Valley City,UT,1,0,10/30/06
Ore Designs, Inc.,North Salt Lake,UT,0,0,10/25/06
American Republic Insurance Co.,Des Moines,IA,117,29459.56,1/1/07
Mitchell City Park Department,Mitchell,IN,1,2597.63,1/6/07
Fairfield Cycles, LLC,Fairfield,NJ,3,941.62,7/28/08
Dunkin Donuts (Falmouth),Falmouth,MA,1,0,9/30/06
Title Stream,Coppell,TX,5,2838.45,8/16/08
Horton Drywall d/b/a Horton Drywall, Inc.,Maumelle,AR,2,799.2,9/15/06
Herdez Trucking,Dallas,TX,38,66808.43,6/28/03
Aeris Aviation,Sturtevant,WI,7,9669.78,10/1/11
Millie's House Childcare Center,Greenwood,SC,8,471.98,7/25/08
Hair Color Experts,Estero,FL,2,0,2/10/08
St. Vincent Mercy Hospital,Toledo,OH,1,0,2/14/08
Albany IVF,Albany,NY,5,4907.45,3/8/07
Shan-Gri-La Farm,Plumsteadville,PA,2,0,10/30/06
Churchill Transport Group,Charlotte,NC,16,10391.65,6/2/06
Corporate Hills Marriott,Wichita,KS,12,4216.59,4/10/06
Wendy's Restaurant,Troy,NY,0,0,10/15/06
Hallmark Global Technologies, Inc.,Newark,DE,0,0,4/10/06
Frey Boy Tobacco,Las Vegas,NV,44,55676.51,2/1/07
Angels EMS, LLC,Houston,TX,11,45215.37,6/21/06
Genco,El Paso,TX,52,9023.76,1/1/08
Champions Retreat Golf Club,Evans,GA,87,52661.07,6/13/06
Bellinger's Orchard,Fultonville,NY,0,0,10/15/05
Affordable Scrubs, LLC,Lima,OH,16,5648.78,9/1/06
Joan and Sanford I. Weill Medical College,New York,NY,0,0,5/17/06
Premium Standard Farms, LLC,Milan,MO,0,0,4/9/08
Golden Dragon,McAllen,TX,2,3092.77,5/17/06
El Patron Family Restaurant,Fort Wayne,IN,21,3348.69,8/22/07
Build-A-Bear Workshop,Fort Wayne,IN,0,0,5/1/06
HTC H20,Roff,OK,2,55.6,10/1/07
El Tapatio Mexican Restaurant,Durant,OK,3,7178.05,9/10/06
Beverly's Pancake House,Oklahoma City,OK,27,3899.05,6/18/06
Build-A-Bear Workshop,Aurora,IL,5,0,6/1/07
El Pollo Loco,Covina,CA,0,0,11/5/02
Appletree Children's Center,Sioux Falls,SD,8,0,7/5/06
Schlumberger Technology Corporation,Grand Junction,CO,114,192645.61,4/17/06
Christian Care Homes (Escavara and Stonegate),Parker,CO,23,11624.08,11/7/06
Molly Maids - Sioux Falls,Sioux Falls,SD,1,110.04,1/1/07
America's Best Value Inn,Channelview,TX,17,8081.32,8/6/06
Grapetree Shores Inc DBA/DIVI Carina Bay Reso,Christiansted,VI,18,2747.43,8/28/06
Pride Industries,Scottsdale,AZ,4,985.94,6/1/06
New Line Environmental,New Orleans,LA,13,5745.69,2/24/06
Monteiro Trucking,Tulare,CA,4,0,3/28/06
Century General Contractors Inc.,Washington,DC,5,9681.98,6/22/07
Marco Castaneda, FLC,East Palatka,FL,5,0,12/14/07
Chatterbox Childcare and Learning Center,Fort Walton Beach,FL,25,10005.31,4/7/06
Heritage Haven,Duluth,MN,4,1620.25,8/30/06
Clara Fashion Inc.,Los Angeles,CA,3,997.36,6/21/13
Compare Supermarket,Brooklyn,NY,7,14831.74,4/7/06
C-Town Supermarket,Bronx,NY,5,14087.5,3/25/06
Latino & Jackson Hewitt,Maywood,CA,0,0,9/30/06
Hy-Vee,Omaha,NE,18,0,6/5/06
A + Family Dental Care, PC,Chalfont,PA,32,10555.14,7/31/06
Little Caesar's Pizza,Sacramento,CA,0,0,8/20/04
Acme Wrecking & Salvage Company,Salt Lake City,UT,16,4622.31,5/26/06
Train Boston,Wellesley Hills,MA,2,1098.75,9/30/06
Sandy Creek Wholesale Nursery, Inc.,Huntsville,TX,0,0,10/29/06
Post Physical Therapy,Brookline,MA,5,897.04,11/4/06
Risk Management Service,Houston,TX,17,8628.97,10/1/06
J. Logging,Vicksburg,MS,2,0,3/20/13
Dairy Queen,Bellville,TX,3,67.57,6/1/06
Subway of Incline Village,Incline Village,NV,0,0,9/29/03
Ace Mortgage Funding,King of Prussia,PA,17,2983.34,5/16/06
Texican Cafe,Austin,TX,119,3364.02,6/25/06
V. Generation,Victorville,CA,9,90.48,1/8/07
4MY2C, Inc.,Santa Fe Springs,CA,23,267274.73,5/5/05
NCLN 20, Inc.,Brooklyn,NY,0,0,9/9/08
Dolores C. Mora D.D.S., P.A.,Katy,TX,22,25866.99,8/12/06
New Haven of Spanish Hills,Camarillo,CA,19,39078.42,7/1/06
Yolo Employment Services,Woodland,CA,3,1240.97,5/16/06
Lazer Fx Lazertag,Fayetteville,NC,14,5565.08,6/5/07
YMCA of Plainville,Plainville,CT,1,0,9/1/06
Gautier Academy,Providence Forge,VA,17,3330.92,5/26/06
Auto Check,Friendswood,TX,2,2654.37,7/29/06
Sunrise Cafe,Weslaco,TX,43,1333,4/14/06
R.A.C. Construction Framing Inc.,Lakeland,FL,0,0,8/29/04
Fittness Etcetera for Women,West Roxbury,MA,1,0,8/10/06
George Trenen Bush and Co,Winter Haven,FL,4,8415.18,8/4/06
3 G Air Cond. & Heating, Inc. dba Easy A/C,Tampa,FL,3,9457.51,12/31/06
Latino Supermarket,Valrico,FL,13,53673.5,7/27/06
Affordable Heating & Cooling, Inc.,Wilson,NC,1,0,7/10/06
Edward's Air Systems, Inc.,Jupiter,FL,7,3090.54,1/26/07
Pet Imaging of Tulsa,Tulsa,OK,4,6663.93,1/2/07
Varley Healthcare Center,Sherwood,AR,7,1829.66,2/10/07
Homewood Suites - Hartford, CT,Hartford,CT,3,491.55,11/1/07
Waterloo Ice House,Austin,TX,14,1069.55,12/8/06
Esser & Sons Plumbing,Elyria,OH,1,0,6/30/08
Rabideaux's Bayfield Fruit Company,Bayfield,WI,1,0,8/1/06
Creative  Drywall  Inc,Santa Clarita,CA,8,0,8/21/06
Pinal Street Entertainment, Inc,El Paso,TX,40,6495.74,3/1/12
Lyle's Tires & Wheels,Omaha,NE,3,4307.46,3/6/07
Hot Kiss, Inc.,Los Angeles,CA,1,0,6/17/06
Greystar Management,Overland Park,KS,4,3721.31,8/26/06
Gas Mart, USA,Blue Springs,MO,0,0,10/24/06
Palmers Candy & Ice Cream,Kansas City,KS,15,0,8/16/06
God's Little Darlings Day Care,Kansas City,KS,3,435.02,11/1/07
Days Inn - Kansas City International Airport,Kansas City,MO,16,6743.44,7/8/07
Gateway Funding,Wexford,PA,9,15293.2,3/24/08
Outback Steakhouse,Cincinnati,OH,2,0,7/1/06
Finlay Physician Group,Hialeah,FL,12,24456.11,5/12/08
All American Masonry,Rochester,NY,2,0,6/30/08
McNeill Harvest Corporation,Camilla,GA,1,0,5/5/08
Gap Citgo,Gap,PA,6,1567.98,8/14/06
Fred Hamm Inc.,Jersey Shore,PA,42,25467.61,10/17/06
Arizona Steakhouse,Greenville,SC,94,18356.98,7/15/06
Easy Turf,Escondido,CA,33,17535.19,10/7/06
Far East Landscaping,Panorama City,CA,1,0,8/27/06
H & H Lawn Care,Gretna,NE,12,9164.36,8/28/06
Pizza Express,Waterford,MI,4,2390.79,9/5/06
Dothan Acceptance Company,Dothan,AL,12,1984.49,7/15/06
Omni Facility Services,Southfield,MI,10,16493.55,9/22/06
Auntie Anne's Soft Pretzel,Philadelphia,PA,1,182.51,11/17/02
S. NAVA & SON PLASTERING CO., INC.,Hayward,CA,88,159206.52,7/7/06
Pleasant Valley Farms,Mount Vernon,WA,12,17082.2,7/22/07
Premier Care & Staffing Services Inc.,Upper Darby,PA,1,0,3/8/07
Hillsdale Police Department,Saint Louis,MO,2,0,10/9/06
The Wave  Auto Care Center,Roseville,CA,4,0,11/1/02
Spot Coffee,Buffalo,NY,6,4328.75,10/2/04
Evergreen Lumber and Truss,Purvis,MS,13,601.15,7/20/06
Kirksville K-Life,Kirksville,MO,12,1407.65,6/20/08
Ives Dairy  Road Baptist Church, Inc,Miami,FL,15,1475.2,2/18/07
Intraboro,New York,NY,2,233.49,5/30/07
Mandarin House Chinese Restaurant,Pigeon Forge,TN,29,85777.91,10/17/04
USPS,Bedford Park,IL,1,0,8/26/08
Computer Exchange of North Augusta,North Augusta,SC,1,216,11/27/06
W. Wood & Associates,Redlands,CA,39,91286.95,7/9/08
Marsh Foods,Peru,IN,0,0,9/17/06
Malangone Plumbing LLC,West Haven,CT,0,0,10/22/06
Microtel Inn & Suites,Kansas City,MO,9,28203.7,11/5/06
Manor at Riverbrook,Raleigh,NC,9,14416.83,1/2/11
Clearwater Country Club,Clearwater,FL,1,0,11/22/06
Russell John Associates, LLC,Clearwater,FL,4,5768.19,9/19/06
DDS Transmissions & Tires,Hartsville,SC,2,989.25,11/15/07
Bruce Portnoy Oral Surgery (Dr.),Sioux Falls,SD,2,142.5,1/1/07
K. B. Tops, Inc.,Virginia Beach,VA,2,0,4/3/03
XL Care Agency, Inc of Collier,Naples,FL,1,0,1/20/03
KRG Enterprises, Inc.,Philadelphia,PA,1,0,10/2/06
Sole East,Montauk,NY,47,19213.86,9/30/06
Sawmill Creek Vineyards Inc.,Hector,NY,2,0,1/28/07
Cinram Distribution, L.L.C.,La Vergne,TN,42,17410.62,9/27/06
Van Den Broek Concrete,New Sharon,IA,25,7517.25,6/9/13
Skyport - Paradise Bakery and Cafe,Denver,CO,1,4153.8,9/1/08
Y G Acoustics,Arvada,CO,2,22805.49,9/30/06
Air Serve Corporation,Denver,CO,0,0,7/5/07
Van de Walle Fruit Farms, LLC,Alton,NY,0,0,1/5/08
Bonnie's Formal Fashions,Fairview Heights,IL,8,4164.16,5/27/03
Remedy Intelligent Staffing,Oklahoma City,OK,23,4111.52,5/4/11
Safeco Insurance Company of America,Golden,CO,0,0,9/28/06
El Patron Mexican Restaurant,Fort Smith,AR,2,0,1/11/14
Micro Solutions,Rapid City,SD,3,2067.55,2/26/07
Poetry,Los Angeles,CA,1,0,5/1/07
Pharmacy Solution Home Health,Fort Myers,FL,21,5033.67,8/23/08
Newark Drywall, Inc.,Nashport,OH,1,0,10/15/14
My  Pediatrics,Tampa,FL,11,440.82,10/1/06
Retreat at Broadway Centre,Brandon,FL,13,2754.95,2/10/07
Murdock Chevrolet, Buick,Tremonton,UT,1,1125,9/17/08
Strickland Electric, Inc.,Bushnell,FL,21,7537.21,8/14/08
Hotel Hacienda El Jibarito,San Sebastian,PR,19,2894.02,3/7/07
Pizza Hut/Kurani Pizza, Inc.,Macon,GA,10,3406.11,1/7/05
Eller & Sons Trees Inc.,Franklin,GA,1,0,1/27/08
Public Works, Department of, Hwy Div,Latham,NY,0,0,1/1/08
El Mirasol,San Antonio,TX,2,508.36,6/26/06
Global Currency Services Inc.,Morrisville,PA,22,24326.53,4/22/06
La Fontanella Ristorante,Bonita Springs,FL,2,286.09,10/1/06
Reedy Corp.,Kalamazoo,MI,7,1579.36,8/1/06
Pool & Spa Depot,Antioch,TN,21,8909.94,8/11/06
Gill's Drywall Management Co., Inc.,Manchester,NH,1,0,9/8/06
Crabby Jacks Mexican Steakhouse & Seafood Gri,Gorham,NH,1,55.67,1/1/07
Logan's All Pro,Ozark,AL,10,6155.6,7/8/06
Sarku Japan,Portland,OR,25,1141.09,8/6/06
